StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,"Informed consent ",Q1.1,Q1.2,Q1.3,Q1.4,Q1.5,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5,Q4.1,Q4.2,Q4.3,Q4.4,Q4.5,Q5.1,Q5.2,Q5.3,Q5.4,Q5.5,Q6.1,Q6.2,Q6.3,Q6.4,Q6.5
2024-01-30 02:22:44,2024-01-30 02:31:53,IP Address,141.72.254.54,100,548,True,2024-01-30 02:31:53,R_3Gw7IHdTUPUV72h,,,,,48.767,9.1827,anonymous,EN,agree to participate in this study.,I am unsure,"If you selected unsure in previous question, choose this option",I am still unsure,"If you selected unsure in previous question, choose this option","Texture/reflections or graininess,Context/environment in which the (toy) car can be seen",A toy car,Both equally,A toy car,Both equally,"Size in relation to other objects,Details on the (toy) car,Context/environment in which the (toy) car can be seen",A toy car,Object,A toy car,Object,Details on the (toy) car,I am unsure,"If you selected unsure in previous question, choose this option",A real car,Surrounding (Environment around the car),Size in relation to other objects,A toy car,Object,A toy car,Surrounding (Environment around the car),Size in relation to other objects,A real car,Object,A toy car,Surrounding (Environment around the car),"Blurriness or sharpness of fore/background,Details on the (toy) car"
2024-01-30 02:29:33,2024-01-30 02:34:34,IP Address,46.128.76.233,100,301,True,2024-01-30 02:34:35,R_8FfXtcwZfkhzvTB,,,,,48.1537,11.5269,anonymous,EN,agree to participate in this study.,A real car,Surrounding (Environment around the car),A real car,Both equally,"Texture/reflections or graininess,Context/environment in which the (toy) car can be seen",A toy car,Both equally,A toy car,Surrounding (Environment around the car),"Details on the (toy) car,Context/environment in which the (toy) car can be seen",A toy car,Object,A toy car,Object,"Texture/reflections or graininess,Details on the (toy) car",A toy car,Object,A real car,Surrounding (Environment around the car),"Colour,Context/environment in which the (toy) car can be seen",A toy car,Object,A toy car,Surrounding (Environment around the car),"Size in relation to other objects,Context/environment in which the (toy) car can be seen",A real car,Both equally,A real car,Both equally,"Size in relation to other objects,Texture/reflections or graininess,Context/environment in which the (toy) car can be seen"
2024-01-30 02:37:14,2024-01-30 02:41:30,IP Address,91.3.160.216,100,256,True,2024-01-30 02:41:31,R_7jVMKvSVWYsfCFj,,,,,52.4923,13.3589,anonymous,EN,agree to participate in this study.,A real car,Surrounding (Environment around the car),A real car,Surrounding (Environment around the car),"Size in relation to other objects,Blurriness or sharpness of fore/background",A toy car,Object,A toy car,Surrounding (Environment around the car),"Size in relation to other objects,Blurriness or sharpness of fore/background",A toy car,Object,A toy car,Both equally,"Blurriness or sharpness of fore/background,Details on the (toy) car",A real car,Surrounding (Environment around the car),A real car,Surrounding (Environment around the car),Size in relation to other objects,A toy car,Both equally,A toy car,Surrounding (Environment around the car),"Size in relation to other objects,Blurriness or sharpness of fore/background",A real car,Both equally,A real car,Surrounding (Environment around the car),"Size in relation to other objects,Details on the (toy) car,Context/environment in which the (toy) car can be seen"
2024-01-30 02:38:38,2024-01-30 02:42:10,IP Address,93.192.143.19,100,211,True,2024-01-30 02:42:10,R_2w4BfzYnkN6q5ox,,,,,51.5207,7.1275,anonymous,EN,agree to participate in this study.,A real car,Both equally,A real car,Both equally,"Size in relation to other objects,Texture/reflections or graininess",A toy car,Object,A toy car,Both equally,"Size in relation to other objects,Texture/reflections or graininess,Details on the (toy) car",A toy car,Object,A real car,Both equally,"Size in relation to other objects,Blurriness or sharpness of fore/background,Details on the (toy) car",A real car,Both equally,A real car,Surrounding (Environment around the car),"Size in relation to other objects,Colour,Context/environment in which the (toy) car can be seen",A toy car,Object,A toy car,Both equally,Size in relation to other objects,I am unsure,"If you selected unsure in previous question, choose this option",I am still unsure,"If you selected unsure in previous question, choose this option",Other
2024-01-30 02:42:19,2024-01-30 02:49:01,IP Address,77.251.243.235,100,402,True,2024-01-30 02:49:02,R_6Ny8v4GOyzxu5dN,,,,,52.3429,4.8966,anonymous,EN,agree to participate in this study.,I am unsure,"If you selected unsure in previous question, choose this option",I am still unsure,"If you selected unsure in previous question, choose this option",Details on the (toy) car,A toy car,Both equally,A toy car,Both equally,"Size in relation to other objects,Blurriness or sharpness of fore/background,Texture/reflections or graininess,Details on the (toy) car,Context/environment in which the (toy) car can be seen",A toy car,Object,A toy car,Object,"Blurriness or sharpness of fore/background,Texture/reflections or graininess,Details on the (toy) car",A real car,Object,A real car,Both equally,"Size in relation to other objects,Details on the (toy) car,Context/environment in which the (toy) car can be seen",A toy car,Object,A toy car,Both equally,"Size in relation to other objects,Blurriness or sharpness of fore/background,Texture/reflections or graininess,Details on the (toy) car,Context/environment in which the (toy) car can be seen",A real car,Object,A real car,Both equally,"Size in relation to other objects,Texture/reflections or graininess,Details on the (toy) car,Context/environment in which the (toy) car can be seen"
2024-01-30 03:02:51,2024-01-30 03:05:04,IP Address,134.2.251.15,100,133,True,2024-01-30 03:05:05,R_2GJ74pNqvGDq2AK,,,,,48.5271,9.0705,anonymous,EN,agree to participate in this study.,A real car,Both equally,A real car,Both equally,"Size in relation to other objects,Blurriness or sharpness of fore/background,Details on the (toy) car,Context/environment in which the (toy) car can be seen",A toy car,Object,A toy car,Both equally,"Blurriness or sharpness of fore/background,Colour,Details on the (toy) car",A toy car,Object,A toy car,Object,"Texture/reflections or graininess,Details on the (toy) car",A real car,Both equally,A real car,Both equally,"Size in relation to other objects,Details on the (toy) car,Context/environment in which the (toy) car can be seen",A toy car,Object,A toy car,Surrounding (Environment around the car),"Size in relation to other objects,Blurriness or sharpness of fore/background,Context/environment in which the (toy) car can be seen",A real car,Object,A real car,Both equally,"Size in relation to other objects,Colour,Texture/reflections or graininess,Details on the (toy) car,Context/environment in which the (toy) car can be seen"
2024-01-30 03:02:30,2024-01-30 03:07:41,IP Address,217.5.186.198,100,310,True,2024-01-30 03:07:41,R_5MyOtwRoc5liZCF,,,,,53.0893,8.8,anonymous,EN,agree to participate in this study.,A real car,Object,A real car,Both equally,"Size in relation to other objects,Blurriness or sharpness of fore/background,Texture/reflections or graininess,Details on the (toy) car,Context/environment in which the (toy) car can be seen",A toy car,Object,A toy car,Surrounding (Environment around the car),"Size in relation to other objects,Blurriness or sharpness of fore/background,Texture/reflections or graininess,Context/environment in which the (toy) car can be seen",A toy car,Object,A toy car,Object,"Blurriness or sharpness of fore/background,Colour,Texture/reflections or graininess,Details on the (toy) car",A toy car,Object,A real car,Surrounding (Environment around the car),"Size in relation to other objects,Context/environment in which the (toy) car can be seen",A toy car,Object,A toy car,Surrounding (Environment around the car),"Size in relation to other objects,Blurriness or sharpness of fore/background,Context/environment in which the (toy) car can be seen",A real car,Both equally,A real car,Surrounding (Environment around the car),"Size in relation to other objects,Context/environment in which the (toy) car can be seen"
2024-01-30 03:01:25,2024-01-30 03:07:55,IP Address,94.21.12.214,100,390,True,2024-01-30 03:07:56,R_4oO7uDKM0cVMHaj,,,,,46.6826,21.1004,anonymous,EN,agree to participate in this study.,A toy car,Object,A toy car,Object,Details on the (toy) car,I am unsure,Both equally,I am still unsure,"If you selected unsure in previous question, choose this option","Size in relation to other objects,Details on the (toy) car",A toy car,Object,A toy car,Object,"Size in relation to other objects,Details on the (toy) car",A real car,Surrounding (Environment around the car),A real car,Surrounding (Environment around the car),Context/environment in which the (toy) car can be seen,A toy car,Both equally,A toy car,Surrounding (Environment around the car),Size in relation to other objects,A real car,Object,A real car,Object,Blurriness or sharpness of fore/background
2024-01-30 03:32:13,2024-01-30 03:35:42,IP Address,134.2.251.14,100,209,True,2024-01-30 03:35:43,R_61ntkUspe15BnTu,,,,,48.5271,9.0705,anonymous,EN,agree to participate in this study.,A real car,Surrounding (Environment around the car),A toy car,Both equally,Blurriness or sharpness of fore/background,A toy car,Surrounding (Environment around the car),A toy car,Both equally,"Size in relation to other objects,Blurriness or sharpness of fore/background",A real car,Object,A toy car,Both equally,"Blurriness or sharpness of fore/background,Texture/reflections or graininess,Details on the (toy) car",A real car,Both equally,A toy car,Surrounding (Environment around the car),"Blurriness or sharpness of fore/background,Colour,Texture/reflections or graininess,Context/environment in which the (toy) car can be seen",A toy car,Surrounding (Environment around the car),A toy car,Object,Details on the (toy) car,A real car,Surrounding (Environment around the car),A real car,Both equally,"Colour,Texture/reflections or graininess,Context/environment in which the (toy) car can be seen"
2024-01-30 03:41:24,2024-01-30 03:47:29,IP Address,144.64.238.229,100,365,True,2024-01-30 03:47:30,R_1fs2jlpWTczAfrp,,,,,38.5517,-28.4011,anonymous,EN,agree to participate in this study.,A real car,Surrounding (Environment around the car),A real car,Surrounding (Environment around the car),"Size in relation to other objects,Texture/reflections or graininess",A toy car,Object,A toy car,Surrounding (Environment around the car),Size in relation to other objects,I am unsure,"If you selected unsure in previous question, choose this option",A toy car,Both equally,"Blurriness or sharpness of fore/background,Texture/reflections or graininess,Details on the (toy) car",A real car,Object,A real car,Surrounding (Environment around the car),"Texture/reflections or graininess,Context/environment in which the (toy) car can be seen",A toy car,Object,A toy car,Both equally,"Size in relation to other objects,Details on the (toy) car",A real car,Object,A real car,Surrounding (Environment around the car),Size in relation to other objects
2024-01-30 03:50:48,2024-01-30 03:53:42,IP Address,212.162.98.49,100,173,True,2024-01-30 03:53:42,R_5E0OzN1vOTxfXPF,,,,,41.8904,12.5126,anonymous,EN,agree to participate in this study.,A real car,Both equally,A real car,Object,"Size in relation to other objects,Details on the (toy) car",A toy car,Object,A toy car,Object,"Texture/reflections or graininess,Details on the (toy) car",A toy car,Object,A toy car,Object,"Colour,Texture/reflections or graininess,Details on the (toy) car",A toy car,Object,A toy car,Object,"Colour,Texture/reflections or graininess,Details on the (toy) car",A toy car,Object,A toy car,Object,"Colour,Texture/reflections or graininess,Details on the (toy) car",A toy car,Object,A toy car,Object,"Texture/reflections or graininess,Details on the (toy) car"
2024-01-30 04:31:44,2024-01-30 04:40:56,IP Address,46.114.170.198,100,551,True,2024-01-30 04:40:56,R_2MtUFjP2lluC674,,,,,53.5494,9.9781,anonymous,EN,agree to participate in this study.,A toy car,Object,A toy car,Object,"Details on the (toy) car,Other",A toy car,Object,A toy car,Both equally,"Size in relation to other objects,Details on the (toy) car",A toy car,Object,A toy car,Both equally,Details on the (toy) car,A toy car,Both equally,A toy car,Object,Details on the (toy) car,A toy car,Object,A toy car,Both equally,"Details on the (toy) car,Context/environment in which the (toy) car can be seen",A toy car,Object,A toy car,Object,Details on the (toy) car
2024-01-30 04:46:08,2024-01-30 04:50:43,IP Address,46.114.110.115,100,274,True,2024-01-30 04:50:43,R_638YOUdC8oKPhcd,,,,,51.4444,7.0114,anonymous,EN,agree to participate in this study.,A real car,Surrounding (Environment around the car),A toy car,Object,Size in relation to other objects,A toy car,Object,A toy car,Surrounding (Environment around the car),Size in relation to other objects,A toy car,Object,A toy car,Object,Details on the (toy) car,A real car,Object,A real car,Object,Details on the (toy) car,A toy car,Surrounding (Environment around the car),A toy car,Surrounding (Environment around the car),Size in relation to other objects,A real car,Object,A real car,Object,Texture/reflections or graininess
2024-01-30 05:00:55,2024-01-30 05:05:11,IP Address,88.217.18.140,100,256,True,2024-01-30 05:05:12,R_5E5gBUUhtasuVmY,,,,,48.1363,11.5357,anonymous,EN,agree to participate in this study.,A toy car,Object,A real car,Both equally,"Size in relation to other objects,Context/environment in which the (toy) car can be seen",A toy car,Object,A toy car,Both equally,"Size in relation to other objects,Blurriness or sharpness of fore/background,Texture/reflections or graininess",A toy car,Object,A toy car,Object,Details on the (toy) car,A real car,Both equally,A real car,Both equally,"Size in relation to other objects,Details on the (toy) car,Context/environment in which the (toy) car can be seen",A toy car,Object,A toy car,Both equally,"Size in relation to other objects,Texture/reflections or graininess,Details on the (toy) car",A toy car,Object,I am still unsure,"If you selected unsure in previous question, choose this option",Other
2024-01-30 05:00:26,2024-01-30 05:05:42,IP Address,87.152.158.31,100,315,True,2024-01-30 05:05:43,R_50w2QBiQhUwH7RQ,,,,,49.9872,8.2638,anonymous,EN,agree to participate in this study.,A toy car,Object,A toy car,Object,Details on the (toy) car,A toy car,Both equally,A toy car,Both equally,"Size in relation to other objects,Context/environment in which the (toy) car can be seen",I am unsure,"If you selected unsure in previous question, choose this option",I am still unsure,"If you selected unsure in previous question, choose this option",Other,A real car,Object,A real car,Both equally,"Size in relation to other objects,Blurriness or sharpness of fore/background,Details on the (toy) car",A toy car,Object,A toy car,Both equally,"Size in relation to other objects,Blurriness or sharpness of fore/background,Texture/reflections or graininess,Details on the (toy) car,Context/environment in which the (toy) car can be seen",A toy car,Object,I am still unsure,"If you selected unsure in previous question, choose this option",Details on the (toy) car
2024-01-30 07:08:06,2024-01-30 07:12:38,IP Address,73.14.144.124,100,272,True,2024-01-30 07:12:39,R_7QVs7G6Ceq2WLOp,,,,,39.5915,-105.9786,anonymous,EN,agree to participate in this study.,A real car,Both equally,A real car,Both equally,"Size in relation to other objects,Blurriness or sharpness of fore/background,Colour,Texture/reflections or graininess,Context/environment in which the (toy) car can be seen",A toy car,Object,A toy car,Both equally,"Size in relation to other objects,Colour,Texture/reflections or graininess,Details on the (toy) car,Context/environment in which the (toy) car can be seen",A toy car,Object,A toy car,Both equally,"Size in relation to other objects,Details on the (toy) car,Context/environment in which the (toy) car can be seen",A toy car,Object,A real car,Surrounding (Environment around the car),Size in relation to other objects,I am unsure,"If you selected unsure in previous question, choose this option",A toy car,Surrounding (Environment around the car),"Size in relation to other objects,Context/environment in which the (toy) car can be seen",A real car,Both equally,A real car,Both equally,"Texture/reflections or graininess,Details on the (toy) car,Context/environment in which the (toy) car can be seen"
2024-01-30 07:20:44,2024-01-30 07:27:38,IP Address,95.223.45.5,100,414,True,2024-01-30 07:27:38,R_2MVPv6BFOhsBH0Q,,,,,50.7745,6.0861,anonymous,EN,agree to participate in this study.,A real car,Surrounding (Environment around the car),A real car,Surrounding (Environment around the car),"Size in relation to other objects,Texture/reflections or graininess,Context/environment in which the (toy) car can be seen",A toy car,Object,A toy car,Both equally,"Texture/reflections or graininess,Details on the (toy) car",A toy car,Object,A toy car,Object,Details on the (toy) car,A real car,Surrounding (Environment around the car),A real car,Surrounding (Environment around the car),"Texture/reflections or graininess,Context/environment in which the (toy) car can be seen",A toy car,Object,A toy car,Surrounding (Environment around the car),"Texture/reflections or graininess,Context/environment in which the (toy) car can be seen",A toy car,Surrounding (Environment around the car),A real car,Surrounding (Environment around the car),Size in relation to other objects
2024-01-30 08:15:49,2024-01-30 08:21:35,IP Address,82.212.12.25,100,346,True,2024-01-30 08:21:36,R_3mk28zr646DPN6N,,,,,48.537,9.2809,anonymous,EN,agree to participate in this study.,A toy car,Object,A real car,Both equally,"Size in relation to other objects,Blurriness or sharpness of fore/background",A toy car,Both equally,A toy car,,"Size in relation to other objects,Texture/reflections or graininess,Details on the (toy) car,Context/environment in which the (toy) car can be seen",A toy car,Object,A toy car,Object,"Colour,Texture/reflections or graininess,Details on the (toy) car",A toy car,Surrounding (Environment around the car),A real car,Surrounding (Environment around the car),"Size in relation to other objects,Blurriness or sharpness of fore/background",A toy car,Object,A toy car,Both equally,"Size in relation to other objects,Blurriness or sharpness of fore/background,Texture/reflections or graininess,Details on the (toy) car,Context/environment in which the (toy) car can be seen",A real car,Object,A real car,Both equally,"Size in relation to other objects,Texture/reflections or graininess"
2024-01-30 08:28:51,2024-01-30 08:33:48,IP Address,178.197.231.97,100,296,True,2024-01-30 08:33:48,R_8gwlJW1Z0ZMQflW,,,,,47.3661,8.5243,anonymous,EN,agree to participate in this study.,A real car,Both equally,A real car,Surrounding (Environment around the car),"Size in relation to other objects,Details on the (toy) car,Context/environment in which the (toy) car can be seen",A toy car,Surrounding (Environment around the car),A toy car,Surrounding (Environment around the car),"Size in relation to other objects,Blurriness or sharpness of fore/background,Context/environment in which the (toy) car can be seen",A toy car,Object,A toy car,Both equally,"Texture/reflections or graininess,Details on the (toy) car",A real car,Surrounding (Environment around the car),A real car,Surrounding (Environment around the car),"Size in relation to other objects,Context/environment in which the (toy) car can be seen",A toy car,Surrounding (Environment around the car),A toy car,Surrounding (Environment around the car),"Size in relation to other objects,Context/environment in which the (toy) car can be seen",A real car,Object,A real car,Surrounding (Environment around the car),"Size in relation to other objects,Context/environment in which the (toy) car can be seen"
2024-01-30 09:10:35,2024-01-30 09:18:02,IP Address,46.223.94.129,100,446,True,2024-01-30 09:18:03,R_6bm5tOeJOLvNy5X,,,,,48.767,9.1827,anonymous,EN,agree to participate in this study.,A real car,Both equally,A real car,Both equally,Context/environment in which the (toy) car can be seen,A toy car,Object,A toy car,Object,Size in relation to other objects,A real car,Object,I am still unsure,"If you selected unsure in previous question, choose this option",Blurriness or sharpness of fore/background,A real car,Surrounding (Environment around the car),A real car,Surrounding (Environment around the car),Context/environment in which the (toy) car can be seen,A toy car,Object,A toy car,Both equally,Context/environment in which the (toy) car can be seen,A real car,Object,A real car,Surrounding (Environment around the car),Size in relation to other objects
